SampleID,Kingdom,Phylum,Class,Order,Family,Genus,Species
101637aba474a6614786486ad42acb11,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified
d6403e5b4389d1c8f2e1c218c0a59134,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__dispar
adaee256a34ff7012e77d1a26d82b874,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__dentocariosa
c533a557f90737bbc8bccbbc981a8c63,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__gordonii
e3c9c2a072b1dd41a3d26f812f5c5f0e,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__parvula
cdd078c137569698cc9948d206648f1c,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__unclassified
35fd41579b5eec27ec14c400c586c480,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__invisus
4246d6359de249fbc08244b60beb8271,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-2],g__Saccharibacteria_(TM7)_[G-5],s__(TM7)_[G-5]_bacterium_HMT_356
74e59572346f076883e68f7ac94238ff,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__sp._HMT_203
22c9eac57511b268c3eb3ae0ef01dea2,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__nucleatum_subsp._vincentii
6bb209c78ae2eaa3537d86629cbee9cd,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__granulosa
1efa2e9ca8d9d0128928e26097941fb2,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__unclassified
5b84d6012d7a67e402a6b17ba9518803,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__wadei
318bb5d0ed821a99e72aaffe7e6c7643,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__denticola
7fa9543a7024eeff9c70535a8f9af4e4,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__unclassified
7d2fc2b946841c563ec6d3e95fda8cc3,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-1],g__Saccharibacteria_(TM7)_[G-1],s__(TM7)_[G-1]_bacterium_HMT_346
a5b69f125c8e15c8b470bd65ffa241c1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__adiacens
8565809e8ec077cd71ded9633bde2870,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
e47b7c57183d489a185e684d3dc8f4e6,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__unclassified
5ffa45b1ff8681e9b0a43ea196e86275,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__unclassified
18eb929cf9350e0af65cf863c2786858,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__parainfluenzae
1e68716d2e65bdc6fb9b1e13d09bd18b,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__gracilis
c33d6f34729b4388992daba22ff22edc,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified
d50b9c5bf40397a411c56e54a33ea23c,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__dispar
f72e007caf0154c2851b91d8396d676f,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__sp._HMT_169
958e78cc909d8db0ed28f04ac575e69c,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__unclassified
d583f7efa4e8e3253337b97e794d5b2a,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__nucleatum_subsp._vincentii
200d1592e7d178d4a156fe6e851f4d2e,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__gracilis
9e6252538d43dd7ad659fca7e6e361ed,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__denticola
d7b98981432cbed6a368d19644ccd941,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__tannerae
06ac319503697277407bb65368fe9efa,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__dispar
22b9c342dc6898ea408d136e2208c3db,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__intermedius
e3ef57e3cbed176dff92ef8342f45178,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
771f356571f0c8721654bce2961a778a,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__unclassified
d3829c53b66db828d6bff7f21c6dad28,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__sanguinis
afc51b2c9be76cc7fedaed4cc7bdf3f3,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__nucleatum_subsp._vincentii
b40475c0dc1cb60c57168679f3722ccf,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
e0d1e3fa2e10e95e235a220259e73b2c,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__parvula
79d623ffb6b4ae4e14ee8aa983bf1bff,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-1],g__Saccharibacteria_(TM7)_[G-1],s__(TM7)_[G-1]_bacterium_HMT_347
7af00553e37e4d72ae3a5e2196d9085d,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__denticola
778f152882dbd10732c5278dad98ed11,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__noxia
8f3c8cb8544640becafb5777eb7a5858,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptoniphilaceae,g__Parvimonas,s__micra
1886a5a0a464de8c89fedea1474e94cd,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified
e1ee0a34cdeed1b35c0d76410a513439,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__aeria
f58780c42d4fdf9e1e64a1bd4667d8e1,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__parvula
5ac2ed53e956273430ecfe2dfa3d62a6,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__hongkongensis
99e0e5dd0d27f74448a25c5f3bab5d86,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__sp._HMT_278
e13730b1eee34ff9f8b1ef3d793d0cdc,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__shahii
40ea9dee67db01bfa27b56d53846f863,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__oralis
992ebbe6f736659a8bcefa44e3d6e03c,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
998cdb402e5886040c99a733f737a2e4,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae_[XI],g__Filifactor,s__alocis
2578a5c327f718cd8ff49a50f1b3f303,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__sputigena
7e4c8c964ee846be66d272ff7d413421,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__rectus
f44ca6514b1865bf765195afa0c8f57e,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__granulosa
e3417b793e51af59b0af48d725e71f48,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__sp._HMT_417
6e7317c14238561fe5865674e3a3206d,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__parasanguinis_clade_411
0ec5fa04788c096bbf614201bce7aa40,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__unclassified
347ca50b53f3b267035a687830b1748e,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
291601708b18b116d67a738589797d64,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__granulosa
9d904179014c3578dae9d1e9d82407b1,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__nucleatum_subsp._vincentii
c5a124b2dbff5725ea7995b2871f2566,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__melaninogenica
cb507e62eca7b9d34999e746efcb6f10,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__sp._HMT_498
b4565faf7a43079ef0ab44fcd1a05817,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__elongata
9b39a845425872b8466dd78a5748b19d,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__unclassified
bc033ef8efc878843dd015adabfc0fec,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__granulosa
9691be9b363494bdd6615b086e5a5234,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__gingivalis
aa15ec5479cde6d5381cbc99a0f6a59e,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__parvula
deb6b4495010674c5ece6687ab07ac12,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-1],g__Saccharibacteria_(TM7)_[G-1],s__(TM7)_[G-1]_bacterium_HMT_346
538bf9e6e27b3b71c7843d060ce0d790,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__nucleatum_subsp._vincentii
b970b7218f0671abd2c5d5050641543d,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__gingivalis
2288521e0eb3a6d2190a5eff2938a3f0,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__sp._HMT_498
dee047362ffa4fcb44fd9c85d7f89694,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__unclassified
66d3437c371028860c523063d3856a0e,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__sp._HMT_332
7bd174e37aaa1b9ae64888e333970efb,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Gemellaceae,g__Gemella,s__morbillorum
c76cdcd60d49a5951e72a5dc02a2a5d7,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-1],g__Saccharibacteria_(TM7)_[G-1],s__(TM7)_[G-1]_bacterium_HMT_349
6f7ea7db3f573ce5284a2f0c1fa52e62,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__oris
63719d66121cd4112b5d8b5d1bacd4b0,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__pneumosintes
c10d1575eb09a7fbbf87c5f0996cd5ab,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
87de2eb4c03fc0e1b49d08f88e0f1b2b,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__parainfluenzae
cf46228411ce58e9343310ae2e8e14d8,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__veroralis
24b25dbe98d8fe38b344ea8d720b4374,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__socranskii
2eb41c2f0ef4e56794b4e2b554078057,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Peptidiphaga,s__sp._HMT_183
ccfc6f49dd5e2b5337081816b97172f8,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__sputigena
7ee2060995e5c6b9b98c6177ad807e46,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__sp._HMT_317
44536e7d859312677ce835c0cb53eeca,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Gemellaceae,g__Gemella,s__unclassified
8fc8928cefb6434ea9ee1fb8bbf9566c,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__parvula
da6148ca2564c798107f34bc4fd29b09,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__hongkongensis
3d2c97d3a7a30c9c1aa1a4dc5df076b6,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__mirabilis
b6b6759d8869eef4e8c269b832973344,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__sp._HMT_314
4cecc5fad3d946310bd68596e7b310e2,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__unclassified
d2f4ba7df5b2630718b8dec8faac05af,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__nucleatum_subsp._animalis
d6971310164f968a778a7d83d88c19a5,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__massiliensis
42eba8fb133c3ed16a6f29740ea52ecf,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__sp._HMT_223
00a2f7e2564becc62e71c46821779802,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_[G-1],s__[G-1]_bacterium_HMT_075
59c755ebd91fb82876df4ab11bda8854,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__anginosus
2bbb1ea3c205bc3f140e21b8b2150739,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-1],g__Saccharibacteria_(TM7)_[G-1],s__(TM7)_[G-1]_bacterium_HMT_347
8ac2b67c79adb6724b4b10ccb62f2db4,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,s__forsythia
b0036fb8fe945d184296fb37f9eb0a06,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Ottowia,s__sp._HMT_894
3a467be9a4ca8dcd3805a2230751a495,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae_[XIV],g__Stomatobaculum,s__longum
b1c38dcd144f8630e96f894529906d0b,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
0b370395896151f4de03bc9519072089,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__unclassified
e654e52c906641a46afddd91d50e6b12,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__constellatus
ae5e3cde2d868bdaa67a29ba44154bff,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__parvula
3eee364c36a657c604195a7ea49cd348,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__naeslundii
b7f566d089a3925a738e9c46c3691949,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae_[XI],g__Peptostreptococcaceae_[XI][G-9],s__[XI][G-9]_brachy
2b8622a11b3ffaceef5df6e63ee7b664,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Fretibacterium,s__fastidiosum
10635b6dc248b6c892ee716586b9aaa8,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Anaeroglobus,s__geminatus
b49747c9161fe84b66531d0f184694fe,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__mirabilis
c53a9eef5d6fe5cb8ead6084a5aa31b6,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__denticola
7852fec488555eafc4dc296e57f84869,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__sputigena
00b7898fe878c5b9a2e8187774a1e506,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonellaceae_[G-1],s__[G-1]_bacterium_HMT_150
24522f7485582e07564aed7c426af59d,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__dispar
7ac5e015ccf7472a0e7954d172ee9586,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae_[XIV],g__Oribacterium,s__sp._HMT_078
6bed8d8a27af545806cb1691b4518cf1,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__unclassified
4b66adeaae33521048dba7f7d59fdac9,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Gemellaceae,g__Gemella,s__morbillorum
dc117dc20d071a785eac10a04adff241,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-1],g__Saccharibacteria_(TM7)_[G-1],s__(TM7)_[G-1]_bacterium_HMT_957
fa46792d50b44484ca406c3420c9ad82,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-1],g__Saccharibacteria_(TM7)_[G-1],s__(TM7)_[G-1]_bacterium_HMT_348
a85186704aace4c77aa7e0a29b2f1bae,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__sp._HMT_237
8d058003a8e69b3a04b10e9cf597c446,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__unclassified
1d0e7a3e1432ecad7afb98a0f02c5099,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__sp._HMT_481
492e2c76bc629ca9748abb84bfecfe88,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
6a84b87f91a1a27af44223cd5c596289,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__tannerae
27a759c8da41b9ce772b0d618fcf324d,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__unclassified,s__unclassified
44a2c6295039d9f0f3c01f2c99651e2f,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__tannerae
86811aaf2b7c619fd054b4ab9efb50cb,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,s__wiggsiae
dff6cd8e41f1c29da57c5ad61625eb2e,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__sp._HMT_392
346737b7f7c3c6f9155efcaa4af4f494,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__artemidis
64d3b7c04b88483156e761863acfe681,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,s__sp._HMT_286
ef5af48ec2b6c023c5de28c59cb08a40,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__mutans
a1d907df764e3bb6e84a55f3a16d7ff5,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-1],g__Saccharibacteria_(TM7)_[G-1],s__(TM7)_[G-1]_bacterium_HMT_957
839c85b950bb64ab9fa72e2894ed04b3,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__unclassified
cc014a39ba629d6ae6e51ebdab77e148,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__bacilliformis
68e11c8adc860715908ce4a45cd25676,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__unclassified
7f0efc5b5223317e31dfd7ca3dbc08c3,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__unclassified
a3c300e98b123aeb5b99b26b1f6c650a,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__sp._HMT_317
c773422b3dd3b7f057a6ec0d5fb93733,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Eikenella,s__corrodens
d9a496f2d3114213d8d4c17e9f518d0a,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__catoniae
3c3c05b27064591a63bdabfe89ee6022,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__pasteri
c1716ce98d5de855dfa71fc5b3387705,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__unclassified
9ef0cbc51b4da5071e9139d2b1624b7b,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__oris
53bd2ffafb0145b9340271ea2fb935a7,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified
dc984ce0bf01407b705fcf436302a73a,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__nucleatum_subsp._vincentii
55ae36374045b6a58fdc9c11936be5cc,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__atypica
bd92e63b5635e7c6cf1ec422627b1194,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__oris
a709bc819b97cf40390ef1eddb853408,k__Bacteria,p__Saccharibacteria_(TM7),c__Saccharibacteria_(TM7)_[C-1],o__Saccharibacteria_(TM7)_[O-1],f__Saccharibacteria_(TM7)_[F-1],g__Saccharibacteria_(TM7)_[G-1],s__(TM7)_[G-1]_bacterium_HMT_348
62f1952b29e828b98e72a6153bfdf6c4,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__sp._HMT_225
089a1f1f72e5358297250366530029ed,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Gemellaceae,g__Gemella,s__morbillorum
